date,LIC,LMC,UMC,HIC
02jul2022,13.25,53.310001,77.150002,73.190002
03jul2022,13.34,53.470001,77.160004,73.190002
04jul2022,13.34,53.48,77.160004,73.199997
05jul2022,13.34,53.52,77.160004,73.209999
06jul2022,13.34,53.540001,77.160004,73.220001
07jul2022,13.35,53.59,77.230003,73.220001
08jul2022,13.36,53.630001,77.230003,73.230003
09jul2022,13.36,53.630001,77.239998,73.239998
10jul2022,13.52,53.790001,77.239998,73.25
11jul2022,13.53,53.810001,77.25,73.260002
12jul2022,13.53,53.849998,77.25,73.260002
13jul2022,13.53,53.880001,77.25,73.269997
14jul2022,13.53,53.950001,77.260002,73.269997
15jul2022,13.53,53.98,77.260002,73.279999
16jul2022,13.53,53.990002,77.269997,73.290001
17jul2022,13.73,54.099998,77.269997,73.290001
18jul2022,13.75,54.130001,77.269997,73.300003
19jul2022,13.92,54.18,77.279999,73.300003
20jul2022,13.92,54.189999,77.379997,73.309998
21jul2022,13.92,54.240002,77.379997,73.32
22jul2022,13.92,54.27,77.410004,73.32
23jul2022,13.92,54.279999,77.410004,73.330002
24jul2022,13.97,54.349998,77.43,73.330002
25jul2022,13.99,54.369999,77.43,73.339996
26jul2022,13.99,54.389999,77.43,73.339996
27jul2022,14.05,54.419998,77.489998,73.349998
28jul2022,14.05,54.439999,77.489998,73.360001
29jul2022,14.05,54.459999,77.489998,73.360001
30jul2022,14.05,54.48,77.489998,73.370003
31jul2022,15.51,54.490002,77.5,73.370003
01aug2022,15.54,54.5,77.5,73.370003
02aug2022,15.54,54.52,77.5,73.379997
03aug2022,15.54,54.529999,77.5,73.389999
04aug2022,15.54,54.59,77.5,73.389999
05aug2022,15.54,54.610001,77.519997,73.400002
06aug2022,15.54,54.630001,77.519997,73.400002
07aug2022,15.94,54.779999,77.519997,73.400002
08aug2022,15.94,54.790001,77.550003,73.410004
09aug2022,15.95,54.810001,77.690002,73.410004
10aug2022,15.95,54.82,77.690002,73.419998
11aug2022,15.95,54.830002,77.690002,73.419998
12aug2022,16,54.84,77.699997,73.43
13aug2022,16,54.849998,77.699997,73.43
14aug2022,16.42,54.970001,77.699997,73.440002
15aug2022,16.610001,54.98,77.699997,73.440002
16aug2022,16.610001,55,77.699997,73.440002
17aug2022,16.610001,55.009998,77.709999,73.449997
18aug2022,16.610001,55.060001,77.709999,73.459999
19aug2022,16.620001,55.080002,77.720001,73.459999
20aug2022,16.620001,55.080002,77.720001,73.470001
21aug2022,16.719999,55.209999,77.730003,73.470001
22aug2022,16.75,55.220001,77.739998,73.470001
23aug2022,16.75,55.23,77.739998,73.480003
24aug2022,16.75,55.240002,77.739998,73.480003
25aug2022,16.75,55.259998,77.75,73.489998
26aug2022,16.75,55.27,77.75,73.5
27aug2022,16.75,55.279999,77.75,73.5
28aug2022,16.91,55.330002,77.75,73.5
29aug2022,16.92,55.360001,77.760002,73.510002
30aug2022,16.92,55.380001,77.769997,73.510002
31aug2022,16.950001,55.380001,77.790001,73.519997
01sep2022,16.950001,55.41,77.790001,73.519997
02sep2022,16.950001,55.43,77.800003,73.529999
03sep2022,16.950001,55.43,77.800003,73.529999
04sep2022,17.15,55.549999,77.800003,73.529999
05sep2022,17.15,55.560001,77.809998,73.529999
06sep2022,17.15,55.560001,77.809998,73.540001
07sep2022,17.15,55.57,77.900002,73.540001
08sep2022,17.15,55.59,77.900002,73.550003
09sep2022,17.15,55.610001,77.910004,73.559998
10sep2022,17.15,55.610001,77.910004,73.559998
11sep2022,17.190001,55.639999,77.910004,73.57
12sep2022,17.219999,55.650002,77.910004,73.57
13sep2022,17.24,55.68,77.910004,73.580002
14sep2022,17.24,55.68,77.919998,73.580002
15sep2022,17.24,55.700001,77.919998,73.589996
16sep2022,17.24,55.709999,77.93,73.599998
17sep2022,17.24,55.720001,77.93,73.599998
18sep2022,17.450001,55.82,77.93,73.610001
19sep2022,17.469999,55.830002,77.93,73.610001
20sep2022,17.469999,55.830002,77.93,73.620003
21sep2022,17.469999,55.84,77.940002,73.620003
22sep2022,17.469999,55.849998,77.940002,73.629997
23sep2022,17.469999,55.860001,77.940002,73.639999
24sep2022,17.469999,55.860001,77.940002,73.639999
25sep2022,17.549999,55.98,77.940002,73.650002
26sep2022,17.559999,55.990002,77.949997,73.650002
27sep2022,17.58,55.990002,77.949997,73.660004
28sep2022,17.620001,56,77.980003,73.660004
29sep2022,17.620001,56.009998,77.980003,73.669998
30sep2022,17.620001,56.02,77.989998,73.68
01oct2022,17.620001,56.049999,77.989998,73.68
02oct2022,17.889999,56.060001,77.989998,73.690002
03oct2022,17.889999,56.07,77.989998,73.690002
04oct2022,17.9,56.07,78,73.699997
05oct2022,17.9,56.099998,78,73.699997
06oct2022,17.9,56.099998,78,73.709999
07oct2022,17.9,56.110001,78.089996,73.720001
08oct2022,17.9,56.110001,78.089996,73.720001
09oct2022,18.059999,56.360001,78.089996,73.720001
10oct2022,18.059999,56.369999,78.089996,73.730003
11oct2022,18.190001,56.369999,78.089996,73.730003
12oct2022,18.190001,56.369999,78.099998,73.739998
13oct2022,18.190001,56.369999,78.110001,73.75
14oct2022,18.299999,56.380001,78.110001,73.75
15oct2022,18.299999,56.380001,78.110001,73.760002
16oct2022,18.450001,56.459999,78.110001,73.760002
17oct2022,18.549999,56.459999,78.110001,73.760002
18oct2022,18.549999,56.48,78.120003,73.769997
19oct2022,18.549999,56.48,78.120003,73.779999
20oct2022,18.67,56.490002,78.120003,73.779999
21oct2022,18.67,56.490002,78.120003,73.790001
22oct2022,18.67,56.5,78.120003,73.790001
23oct2022,18.690001,56.560001,78.120003,73.790001
24oct2022,18.700001,56.57,78.120003,73.800003
25oct2022,18.74,56.57,78.120003,73.800003
26oct2022,18.74,56.57,78.120003,73.809998
27oct2022,18.75,56.57,78.120003,73.82
28oct2022,18.75,56.57,78.129997,73.82
29oct2022,18.75,56.580002,78.129997,73.830002
30oct2022,19.09,56.77,78.129997,73.830002
31oct2022,19.09,56.77,78.129997,73.830002
01nov2022,19.1,56.77,78.129997,73.839996
02nov2022,19.1,56.77,78.129997,73.839996
03nov2022,19.120001,56.77,78.129997,73.849998
04nov2022,19.120001,56.779999,78.150002,73.849998
05nov2022,19.120001,56.779999,78.150002,73.849998
06nov2022,19.200001,56.82,78.150002,73.860001
07nov2022,19.200001,56.82,78.150002,73.860001
08nov2022,19.200001,56.830002,78.150002,73.860001
09nov2022,19.200001,56.830002,78.150002,73.870003
10nov2022,19.200001,56.84,78.150002,73.870003
11nov2022,19.200001,56.84,78.169998,73.879997
12nov2022,19.200001,56.84,78.169998,73.879997
13nov2022,19.639999,56.939999,78.169998,73.879997
14nov2022,19.639999,56.939999,78.169998,73.889999
15nov2022,19.639999,56.939999,78.169998,73.889999
16nov2022,19.639999,56.939999,78.190002,73.889999
17nov2022,19.639999,56.950001,78.190002,73.900002
18nov2022,19.639999,56.959999,78.220001,73.900002
19nov2022,19.639999,56.970001,78.220001,73.910004
20nov2022,19.969999,57.009998,78.220001,73.910004
21nov2022,19.969999,57.009998,78.220001,73.910004
22nov2022,19.969999,57.02,78.220001,73.919998
23nov2022,19.969999,57.029999,78.230003,73.919998
24nov2022,19.969999,57.029999,78.230003,73.919998
25nov2022,19.969999,57.029999,78.230003,73.93
26nov2022,19.969999,57.029999,78.230003,73.93
27nov2022,20.440001,57.119999,78.230003,73.93
28nov2022,20.51,57.119999,78.260002,73.93
29nov2022,20.51,57.119999,78.279999,73.93
30nov2022,20.51,57.119999,78.309998,73.940002
01dec2022,20.51,57.139999,78.309998,73.940002
02dec2022,20.51,57.139999,78.32,73.949997
03dec2022,20.51,57.150002,78.32,73.949997
04dec2022,20.559999,57.18,78.32,73.949997
05dec2022,20.559999,57.18,78.330002,73.949997
06dec2022,20.559999,57.220001,78.330002,73.959999
07dec2022,20.559999,57.220001,78.330002,73.959999
08dec2022,20.559999,57.220001,78.330002,73.970001
09dec2022,20.559999,57.220001,78.330002,73.970001
10dec2022,20.559999,57.220001,78.330002,73.970001
11dec2022,21.01,57.529999,78.330002,73.970001
12dec2022,21.09,57.529999,78.330002,73.980003
13dec2022,21.09,57.529999,78.379997,73.980003
14dec2022,21.09,57.529999,78.389999,73.980003
15dec2022,21.09,57.549999,78.389999,73.989998
16dec2022,21.09,57.549999,78.400002,73.989998
17dec2022,21.09,57.549999,78.400002,73.989998
18dec2022,21.290001,57.59,78.470001,74
19dec2022,21.290001,57.59,78.480003,74
20dec2022,21.299999,57.599998,78.480003,74
21dec2022,21.299999,57.599998,78.480003,74.010002
22dec2022,21.42,57.610001,78.480003,74.010002
23dec2022,21.42,57.610001,78.480003,74.010002
24dec2022,21.42,57.610001,78.480003,74.019997
25dec2022,21.440001,57.610001,78.480003,74.019997
26dec2022,21.440001,57.610001,78.480003,74.019997
27dec2022,21.440001,57.610001,78.489998,74.019997
28dec2022,21.440001,57.610001,78.489998,74.019997
29dec2022,21.440001,57.610001,78.489998,74.029999
30dec2022,21.440001,57.610001,78.489998,74.029999
31dec2022,21.440001,57.619999,78.5,74.029999
01jan2023,21.549999,57.619999,78.5,74.029999
02jan2023,21.58,57.66,78.5,74.029999
03jan2023,21.58,57.66,78.5,74.029999
04jan2023,21.58,57.669998,78.5,74.040001
05jan2023,21.58,57.669998,78.5,74.040001
06jan2023,21.6,57.669998,78.510002,74.040001
07jan2023,21.6,57.669998,78.510002,74.040001
08jan2023,21.610001,57.799999,78.510002,74.040001
09jan2023,21.610001,57.799999,78.510002,74.050003
10jan2023,21.610001,57.799999,78.519997,74.050003
11jan2023,21.610001,57.849998,78.519997,74.050003
12jan2023,21.610001,57.849998,78.610001,74.050003
13jan2023,21.610001,57.849998,78.610001,74.059998
14jan2023,21.610001,57.849998,78.610001,74.059998
15jan2023,21.67,57.880001,78.610001,74.059998
16jan2023,21.690001,57.919998,78.610001,74.059998
17jan2023,21.690001,57.950001,78.610001,74.059998
18jan2023,21.690001,57.950001,78.610001,74.059998
19jan2023,21.690001,57.959999,78.620003,74.07
20jan2023,21.690001,57.959999,78.629997,74.07
21jan2023,21.690001,57.959999,78.629997,74.07
22jan2023,21.790001,58.189999,78.629997,74.07
23jan2023,21.790001,58.189999,78.629997,74.07
24jan2023,21.790001,58.189999,78.629997,74.07
25jan2023,21.790001,58.25,78.629997,74.07
26jan2023,21.790001,58.25,78.629997,74.080002
27jan2023,21.790001,58.25,78.639999,74.080002
28jan2023,21.790001,58.27,78.639999,74.080002
29jan2023,21.82,58.290001,78.639999,74.080002
30jan2023,21.82,58.290001,78.639999,74.080002
31jan2023,21.82,58.32,78.639999,74.089996
01feb2023,21.82,58.32,78.639999,74.089996
02feb2023,21.82,58.32,78.639999,74.089996
03feb2023,21.82,58.32,78.650002,74.089996
04feb2023,21.82,58.32,78.650002,74.089996
05feb2023,22.030001,58.41,78.669998,74.089996
06feb2023,22.030001,58.41,78.669998,74.099998
07feb2023,22.030001,58.41,78.669998,74.099998
08feb2023,22.030001,58.439999,78.669998,74.099998
09feb2023,22.030001,58.439999,78.68,74.099998
10feb2023,22.030001,58.439999,78.68,74.099998
11feb2023,22.030001,58.439999,78.68,74.099998
12feb2023,22.49,58.439999,78.68,74.099998
13feb2023,22.49,58.450001,78.690002,74.099998
14feb2023,22.49,58.459999,78.690002,74.099998
15feb2023,22.49,58.459999,78.690002,74.110001
16feb2023,22.49,58.459999,78.690002,74.110001
17feb2023,22.49,58.459999,78.690002,74.110001
18feb2023,22.49,58.470001,78.690002,74.110001
19feb2023,23.120001,58.560001,78.699997,74.110001
20feb2023,23.120001,58.560001,78.699997,74.110001
21feb2023,23.24,58.560001,78.709999,74.110001
22feb2023,23.24,58.57,78.709999,74.110001
23feb2023,23.27,58.57,78.709999,74.110001
24feb2023,23.27,58.57,78.709999,74.120003
25feb2023,23.27,58.57,78.709999,74.120003
26feb2023,23.440001,58.59,78.709999,74.120003
27feb2023,23.440001,58.59,78.709999,74.120003
28feb2023,23.469999,58.59,78.709999,74.120003
01mar2023,23.469999,58.59,78.709999,74.120003
02mar2023,23.469999,58.59,78.709999,74.120003
03mar2023,23.469999,58.59,78.709999,74.120003
04mar2023,23.469999,58.59,78.709999,74.120003
05mar2023,23.83,58.599998,78.709999,74.120003
06mar2023,23.83,58.599998,78.709999,74.120003
07mar2023,23.83,58.599998,78.709999,74.120003
08mar2023,23.83,58.599998,78.709999,74.129997
09mar2023,23.83,58.599998,78.709999,74.129997
10mar2023,23.83,58.599998,78.720001,74.129997
11mar2023,23.83,58.610001,78.720001,74.129997
12mar2023,23.9,58.639999,78.720001,74.129997
13mar2023,23.9,58.639999,78.720001,74.129997
14mar2023,23.9,58.639999,78.720001,74.129997
15mar2023,23.91,58.639999,78.720001,74.129997
16mar2023,23.91,58.639999,78.720001,74.129997
17mar2023,23.91,58.639999,78.720001,74.129997
18mar2023,23.91,58.639999,78.730003,74.129997
19mar2023,24.09,58.880001,78.730003,74.129997
20mar2023,24.09,58.880001,78.730003,74.139999
21mar2023,24.09,58.880001,78.730003,74.139999
22mar2023,24.09,58.880001,78.730003,74.139999
23mar2023,24.09,58.880001,78.730003,74.139999
24mar2023,24.09,58.880001,78.730003,74.139999
25mar2023,24.09,58.880001,78.730003,74.139999
26mar2023,24.209999,58.889999,78.730003,74.139999
27mar2023,24.209999,58.889999,78.730003,74.139999
28mar2023,24.209999,58.889999,78.730003,74.139999
29mar2023,24.209999,58.889999,78.730003,74.139999
30mar2023,24.209999,58.950001,78.730003,74.139999
31mar2023,24.209999,58.959999,78.730003,74.139999
01apr2023,24.209999,58.959999,78.730003,74.150002
02apr2023,24.799999,58.98,78.730003,74.150002
03apr2023,24.799999,58.98,78.730003,74.150002
04apr2023,24.799999,58.98,78.730003,74.150002
05apr2023,24.799999,58.98,78.730003,74.150002
06apr2023,24.799999,58.98,78.730003,74.150002
07apr2023,24.799999,58.98,78.739998,74.150002
08apr2023,24.799999,58.98,78.739998,74.150002
09apr2023,24.85,58.990002,78.739998,74.150002
10apr2023,24.85,58.990002,78.739998,74.150002
11apr2023,24.85,58.990002,78.739998,74.150002
12apr2023,24.85,58.990002,78.739998,74.150002
13apr2023,24.85,58.990002,78.739998,74.150002
14apr2023,24.85,58.990002,78.739998,74.160004
15apr2023,24.85,58.990002,78.739998,74.160004
16apr2023,25.01,58.990002,78.739998,74.160004
17apr2023,25.01,58.990002,78.739998,74.160004
18apr2023,25.040001,59,78.739998,74.160004
19apr2023,25.040001,59,78.739998,74.160004
20apr2023,25.040001,59,78.739998,74.160004
21apr2023,25.040001,59,78.739998,74.160004
22apr2023,25.040001,59,78.739998,74.160004
23apr2023,25.23,59,78.739998,74.160004
24apr2023,25.23,59,78.739998,74.160004
25apr2023,25.23,59.009998,78.739998,74.260002
26apr2023,25.23,59.009998,78.739998,74.260002
27apr2023,25.23,59.009998,78.739998,74.260002
28apr2023,25.23,59.009998,78.739998,74.260002
29apr2023,25.23,59.009998,78.739998,74.260002
30apr2023,25.32,59.009998,78.739998,74.260002
01may2023,25.32,59.009998,78.739998,74.260002
02may2023,25.32,59.23,78.739998,74.260002
03may2023,25.32,59.23,78.739998,74.260002
04may2023,25.32,59.23,78.739998,74.260002
05may2023,25.32,59.23,78.739998,74.260002
06may2023,25.32,59.23,78.739998,74.260002
07may2023,25.4,59.240002,78.739998,74.260002
08may2023,25.4,59.240002,78.739998,74.260002
09may2023,25.41,59.240002,78.739998,74.260002
10may2023,25.41,59.240002,78.739998,74.260002
11may2023,25.41,59.240002,78.739998,74.260002
12may2023,25.41,59.240002,78.739998,74.269997
13may2023,25.41,59.240002,78.739998,74.269997
14may2023,25.43,59.240002,78.739998,74.269997
15may2023,25.43,59.240002,78.739998,74.269997
16may2023,25.440001,59.240002,78.739998,74.269997
17may2023,25.440001,59.240002,78.739998,74.269997
18may2023,25.440001,59.240002,78.739998,74.269997
19may2023,25.440001,59.240002,78.739998,74.269997
20may2023,25.440001,59.240002,78.739998,74.269997
21may2023,25.5,59.240002,78.739998,74.269997
22may2023,25.57,59.240002,78.739998,74.269997
23may2023,25.57,59.240002,78.739998,74.269997
24may2023,25.57,59.240002,78.739998,74.269997
25may2023,25.57,59.25,78.739998,74.269997
26may2023,25.57,59.25,78.739998,74.269997
27may2023,25.57,59.25,78.739998,74.269997
28may2023,26.379999,59.25,78.739998,74.269997
29may2023,26.469999,59.25,78.739998,74.269997
30may2023,26.469999,59.25,78.739998,74.269997
31may2023,26.469999,59.25,78.739998,74.269997
01jun2023,26.469999,59.259998,78.739998,74.269997
02jun2023,26.469999,59.259998,78.739998,74.269997
03jun2023,26.469999,59.259998,78.739998,74.269997
04jun2023,26.77,59.259998,78.739998,74.269997
05jun2023,26.77,59.259998,78.739998,74.269997
06jun2023,26.889999,59.330002,78.739998,74.269997
07jun2023,26.889999,59.330002,78.739998,74.269997
08jun2023,26.889999,59.330002,78.739998,74.269997
09jun2023,26.889999,59.330002,78.739998,74.269997
10jun2023,26.889999,59.330002,78.739998,74.269997
11jun2023,26.92,59.34,78.739998,74.300003
12jun2023,26.92,59.34,78.739998,74.300003
13jun2023,26.92,59.34,78.739998,74.300003
14jun2023,26.92,59.349998,78.739998,74.300003
15jun2023,26.92,59.349998,78.739998,74.300003
16jun2023,26.92,59.349998,78.739998,74.300003
17jun2023,26.92,59.349998,78.739998,74.300003
18jun2023,27.209999,59.360001,78.739998,74.300003
19jun2023,27.209999,59.360001,78.739998,74.300003
20jun2023,27.209999,59.360001,78.739998,74.300003
21jun2023,27.209999,59.360001,78.739998,74.300003
22jun2023,27.209999,59.360001,78.739998,74.300003
23jun2023,27.209999,59.360001,78.739998,74.300003
24jun2023,27.209999,59.360001,78.739998,74.300003
25jun2023,27.26,59.360001,78.739998,74.300003
26jun2023,27.26,59.360001,78.739998,74.300003
27jun2023,27.26,59.360001,78.739998,74.300003
28jun2023,27.26,59.360001,78.739998,74.300003
29jun2023,27.26,59.360001,78.739998,74.300003
30jun2023,27.26,59.360001,78.739998,74.300003
01jul2023,27.26,59.360001,78.739998,74.300003
02jul2023,27.27,59.380001,78.739998,74.300003
03jul2023,27.27,59.380001,78.739998,74.300003
04jul2023,27.27,59.380001,78.739998,74.300003
05jul2023,27.27,59.380001,78.75,74.300003
06jul2023,27.27,59.380001,78.75,74.300003
07jul2023,27.27,59.380001,78.75,74.300003
08jul2023,27.27,59.389999,78.75,74.300003
09jul2023,27.27,59.389999,78.75,74.300003
10jul2023,27.27,59.389999,78.75,74.300003
11jul2023,27.280001,59.400002,78.75,74.300003
12jul2023,27.280001,59.400002,78.75,74.300003
13jul2023,27.280001,59.400002,78.75,74.300003
14jul2023,27.280001,59.400002,78.75,74.300003
15jul2023,27.280001,59.400002,78.75,74.300003
16jul2023,27.290001,59.400002,78.75,74.300003
17jul2023,27.290001,59.400002,78.75,74.300003
18jul2023,27.290001,59.400002,78.75,74.300003
19jul2023,27.290001,59.400002,78.75,74.300003
20jul2023,27.290001,59.400002,78.75,74.300003
21jul2023,27.290001,59.400002,78.75,74.300003
22jul2023,27.290001,59.400002,78.75,74.300003
23jul2023,27.440001,59.630001,78.75,74.300003
24jul2023,27.440001,59.630001,78.75,74.300003
25jul2023,27.540001,59.630001,78.75,74.300003
26jul2023,27.540001,59.630001,78.75,74.300003
27jul2023,27.540001,59.630001,78.75,74.300003
28jul2023,27.540001,59.630001,78.75,74.300003
29jul2023,27.540001,59.630001,78.75,74.300003
30jul2023,27.549999,59.639999,78.75,74.300003
31jul2023,27.549999,59.639999,78.75,74.300003
01aug2023,27.549999,59.639999,78.75,74.300003
02aug2023,27.549999,59.639999,78.75,74.300003
03aug2023,27.549999,59.639999,78.75,74.300003
04aug2023,27.549999,59.639999,78.75,74.300003
05aug2023,27.549999,59.639999,78.75,74.300003
06aug2023,27.559999,59.650002,78.790001,74.300003
07aug2023,27.559999,59.650002,78.790001,74.300003
08aug2023,27.559999,59.650002,78.790001,74.300003
09aug2023,27.559999,59.650002,78.790001,74.300003
10aug2023,27.559999,59.650002,78.790001,74.300003
11aug2023,27.559999,59.650002,78.790001,74.300003
12aug2023,27.559999,59.650002,78.790001,74.300003
13aug2023,27.559999,59.66,78.790001,74.300003
14aug2023,27.559999,59.66,78.790001,74.300003
15aug2023,27.57,59.66,78.790001,74.300003
16aug2023,27.57,59.66,78.790001,74.300003
17aug2023,27.57,59.66,78.790001,74.300003
18aug2023,27.57,59.66,78.790001,74.300003
19aug2023,27.57,59.66,78.790001,74.300003
20aug2023,27.58,59.66,78.790001,74.300003
21aug2023,27.58,59.68,78.790001,74.300003
22aug2023,27.58,59.68,78.790001,74.300003
23aug2023,27.58,59.68,78.790001,74.300003
24aug2023,27.58,59.68,78.790001,74.300003
25aug2023,27.58,59.68,78.790001,74.300003
26aug2023,27.58,59.68,78.790001,74.300003
27aug2023,27.58,59.68,78.790001,74.300003
28aug2023,27.58,59.68,78.790001,74.300003
29aug2023,27.58,59.68,78.790001,74.300003
30aug2023,27.58,59.68,78.790001,74.300003
31aug2023,27.58,59.68,78.790001,74.300003
01sep2023,27.6,59.68,78.790001,74.300003
02sep2023,27.6,59.68,78.800003,74.300003
03sep2023,27.6,59.68,78.800003,74.300003
04sep2023,27.6,59.68,78.800003,74.300003
05sep2023,27.6,59.68,78.800003,74.300003
06sep2023,27.6,59.68,78.800003,74.300003
07sep2023,27.6,59.68,78.800003,74.300003
08sep2023,27.6,59.68,78.800003,74.300003
09sep2023,27.6,59.68,78.800003,74.300003
10sep2023,27.610001,59.68,78.800003,74.300003
11sep2023,27.610001,59.68,78.800003,74.300003
12sep2023,27.610001,59.689999,78.800003,74.300003
13sep2023,27.610001,59.689999,78.800003,74.300003
14sep2023,27.610001,59.689999,78.800003,74.300003
15sep2023,27.610001,59.689999,78.800003,74.300003
16sep2023,27.610001,59.689999,78.800003,74.300003
17sep2023,27.620001,59.740002,78.800003,74.300003
18sep2023,27.620001,59.740002,78.800003,74.300003
19sep2023,27.629999,59.740002,78.800003,74.300003
20sep2023,27.629999,59.740002,78.800003,74.300003
21sep2023,27.629999,59.740002,78.800003,74.300003
22sep2023,27.629999,59.740002,78.800003,74.300003
23sep2023,27.629999,59.740002,78.800003,74.300003
24sep2023,27.790001,59.740002,78.800003,74.300003
25sep2023,27.790001,59.740002,78.800003,74.300003
26sep2023,27.809999,59.740002,78.800003,74.300003
27sep2023,27.809999,59.740002,78.800003,74.300003
28sep2023,27.809999,59.740002,78.800003,74.300003
29sep2023,27.809999,59.740002,78.800003,74.300003
30sep2023,27.809999,59.740002,78.800003,74.300003
01oct2023,27.809999,59.77,78.800003,74.300003
02oct2023,27.809999,59.77,78.800003,74.300003
03oct2023,27.809999,59.77,78.800003,74.300003
04oct2023,27.809999,59.77,78.800003,74.300003
05oct2023,27.809999,59.77,78.800003,74.300003
06oct2023,27.809999,59.77,78.800003,74.300003
07oct2023,27.809999,59.77,78.800003,74.300003
08oct2023,27.82,59.77,78.800003,74.300003
09oct2023,27.82,59.77,78.800003,74.300003
10oct2023,27.82,59.77,78.800003,74.300003
11oct2023,27.82,59.77,78.800003,74.300003
12oct2023,27.82,59.77,78.800003,74.300003
13oct2023,27.82,59.77,78.800003,74.300003
14oct2023,27.82,59.77,78.800003,74.300003
15oct2023,27.82,59.77,78.800003,74.300003
16oct2023,27.83,59.77,78.800003,74.300003
17oct2023,27.83,59.77,78.800003,74.300003
18oct2023,27.83,59.779999,78.800003,74.300003
19oct2023,27.83,59.779999,78.800003,74.300003
20oct2023,27.83,59.779999,78.800003,74.300003
21oct2023,27.83,59.779999,78.800003,74.300003
22oct2023,27.83,59.779999,78.800003,74.300003
23oct2023,27.83,59.779999,78.800003,74.300003
24oct2023,27.85,59.779999,78.800003,74.300003
25oct2023,27.85,59.779999,78.800003,74.300003
26oct2023,27.85,59.779999,78.800003,74.300003
27oct2023,27.85,59.779999,78.800003,74.300003
28oct2023,27.85,59.779999,78.800003,74.300003
29oct2023,27.85,59.779999,78.800003,74.300003
30oct2023,27.85,59.779999,78.800003,74.300003
31oct2023,27.85,59.779999,78.800003,74.300003
01nov2023,27.85,59.779999,78.800003,74.300003
02nov2023,27.85,59.779999,78.800003,74.300003
03nov2023,27.85,59.779999,78.800003,74.300003
04nov2023,27.85,59.779999,78.800003,74.300003
05nov2023,27.85,59.779999,78.800003,74.300003
06nov2023,,59.779999,78.800003,74.300003
07nov2023,,59.779999,78.800003,74.300003
08nov2023,,59.779999,78.800003,74.300003
09nov2023,,59.779999,78.800003,74.300003
10nov2023,,59.779999,78.800003,74.300003
11nov2023,,59.779999,78.800003,74.300003
12nov2023,,59.779999,78.800003,74.300003
13nov2023,,59.779999,78.800003,74.300003
